product,manufacturer,brand,category,subcategory,distributor,stars_TPC,stars_pb,attributes,local_category,brand_city,total_quantity,total_spend
OATMEAL REG INST IND PACKET TFF,THE QUAKER OATS CO,QUAKER,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),9,80.55000000000001
OATS BANANA MAPLE OVERNIGHT GF,BREKKI FOODS LLC,BREKKI,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Carlbad,CA",433,5849.829999999999
OATS BLUBRY OVERNIGHT RTE GF,BREKKI FOODS LLC,BREKKI,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Carlbad,CA",392,5255.839999999999
OATS BULK ROLLED TFF,ROHTSTEIN CORP,BUCKEYE,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Woburn,MA",21,694.1300000000001
OATS ORGNL OVERNIGHT RTE GF,BREKKI FOODS LLC,BREKKI,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Carlbad,CA",381,5135.31
OATS QUICK HEARTY TRADITION TFF,MOM BRANDS SALES LLC,MALTOML,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),20,635.73
OATS VANILLA CINNAMON OVERNIGHT,BREKKI FOODS LLC,BREKKI,Simple Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Carlbad,CA",342,4620.42
OIL BLND SOY CANOLA CORN OLIVE,CATANIA OILS,CASA MIA,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local Business/Non-Local Products,"Ayer,MA",3,196.17
OIL CANOLA CLR FRY TFF,AAK FOODSERVICE,SLVR SRC,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Hillside,NJ",564,24616.249999999996
OIL CANOLA FRY CLEAR_ZERO TFF,STRATAS FOODS LLC,BRILLIAN,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Englewood,NJ",7,490.28
OIL OLIVE 100% EXTRA VIRGIN,REMA FOODS INC,ASSOLUTI,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local Business/Non-Local Products,"Englewood Cliffs,NJ",4,260.48
OIL OLIVE EXTRA VIRGIN NON GMO,CATANIA OILS,ROMA,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local Business/Non-Local Products,"Ayer,MA",1,65.28
OIL OLIVE EXTRA VIRGIN ORGANIC,CATANIA OILS,MARCONI,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,USDA Certified Organic,Qualifying Spend,"USDA Certified Organic,Processed Culinary Ingredients",Local Business/Non-Local Products,"Ayer,MA",85,1682.4500000000003
OIL OLIVE POMACE,NORTHEAST MARKETING CO,TAORMINA,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,NA,(null),6,306.58
OIL OLIVE PURE,CATANIA OILS,MARCONI,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local Business/Non-Local Products,"Ayer,MA",266,17565.530000000002
OIL POMACE OLIVE,REMA FOODS INC,ASSOLUTI,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local Business/Non-Local Products,"Englewood Cliffs,NJ",7,236.53
OIL PURE OLIVE PET,SOVENA USA,ROMA,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Rome,NY",76,5127.48
OIL SESAME PURE TFF,ROLAND FOODS LLC,ROLAND,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Dayton,NJ",23,3627.18
OIL TRUFFLE WHI ALL NAT,ROLAND FOODS LLC,ROLAND,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Dayton,NJ",1,67.14
"OIL, CANOLA FRYING",Sovena,GEM,Culinary Ingredients,Grocery,SID WAINER,NA,Qualifying Spend,Processed Culinary Ingredients,Local DC of Natl. Co.,"Rome,NY",4,174
"OIL, EXTRA VIRGIN OLIVE GREEK",Sovena,Spoleto,Culinary Ingredients,Grocery,SID WAINER,NA,Qualifying Spend,Processed Culinary Ingredients,NA,(null),2,180
OKRA CUT,IDAHO FREEZ PAK CORP,NONPAREL,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Wood Ridge,NJ",10,218.53
OLIVE GRN QUEEN PITTED 120 CT,COSMOS FOOD PRODUCTS INC,COSMOS,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"West Haven,CT",3,143.51
OLIVE GRN QUEEN STFD 140-160 CT,REMA FOODS INC,ROMA,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Englewood Cliffs,NJ",5,283.87
OLIVE KALAMATA PITTED LG TFF,NORTHEAST MARKETING CO,NOREAST,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),20,1159.2
OLIVE KALAMATA STYLE SLCD,ATALANTA CORPORATION,ATALANTA,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Elizabeth,NJ",11,842.73
OLIVE MIX PITTED FRSH,NORPACO INC,ROMA,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Middletown,CT",32,668.4
OLIVE MIXED GREEK PITTED BNB,FOODMATCH INC,DIVINA,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Elizabeth,NJ",1,44.54
OLIVE RIPE SLCD,BELL CARTER FOODS INC,LINDSAY,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),82,5086
OLIVE SLCD RIPE IMP,REMA FOODS INC,ROMA,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Englewood Cliffs,NJ",12,511.04999999999995
"OLIVES, PITTED DRIED OIL CURED",Packer Label,Sid Wainer,Simple Proccessed,Produce,SID WAINER,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"New Bedford,MA",1,50.69
ONION CRISPY,SUGAR FOODS CORPORATION,WEST CRK,Highly Proccessed,Frozen,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),42,1515.48
"ONION DICED 3/8 X 3/8"" IQF",JR SIMPLOT COMPANY FROZEN,SIMPLOT,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),17,335.71000000000004
ONION GRN W&T TFF,ARMSTRONG MARKETING,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),5,108.77000000000001
ONION PEARL IQF,JR SIMPLOT COMPANY FROZEN,SMPLGDNS,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),3,112.89
"ONION RED DICED 3/8""",HEART OF THE HARVEST INC,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Hartford,CT",2,58.26
"ONION RED SLCD 1/8""",RUBY ROBINSON TAYLOR MD,TYLR FRM,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),184,7652.25
"ONION RED SLIVERED 1/4""",HEART OF THE HARVEST INC,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Hartford,CT",88,3200.2799999999997
ONION RED WHL PLD,ARMSTRONG MARKETING,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),1,31.02
ONION RINGS BB 3/8 IN FZ,OXFORD FROZEN FOODS LTD,ATL GOLD,Highly Proccessed,Frozen,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),105,1759.2
"ONION RINGS BB 5/8"" FZ",OXFORD FROZEN FOODS LTD,ATL GOLD,Highly Proccessed,Frozen,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),57,877.42
"ONION YLW DICED 3/8"" TFF",RUBY ROBINSON TAYLOR MD,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),498,15806.77
ONION YLW SLCD 1/4 IN TFF,RUBY ROBINSON TAYLOR MD,TAYLOR,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),5,190.35
"ONION YLW SLIVERED 3/8""",RUBY ROBINSON TAYLOR MD,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),496,17071.36
"Onions, Yellow Storage - IPM",Bardwell Farm,Bardwell Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hatfield,MA",1,36.5
ORANGE MANDARIN BROKEN,NORTHEAST MARKETING CO,PACKER,Simple Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,"Everett,MA",2,82.52
ORANGE MANDARIN SEGMENT,NORTHEAST MARKETING CO,PACKER,Simple Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,"Everett,MA",45,1783.2500000000005
ORANGE WEDGE DRY PACK,FRESH VALLEY FOODS,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Haverhill,MA",20,782.69
OYSTER 14-18 EXTRA SEL BRD FZ,TAMPA MAID FOODS INC,TAMPA MD,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Lakeland,FL",2,242.64
PAN COATING WNTRZD BAKING,VENTURA FOODS LLC,WHITECAP,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),221,6122.87
PANCAKE & WAFFLE MIX BUTTERMILK,THE QUAKER OATS CO,AUNT JEM,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),20,572.2
PANCAKE MIX BUTTERMILK TFF,CONTINENTAL MILLS INC,KRUSTEAZ,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),4,121.16
PARSLEY FLAT,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,19.15
Parsnip,JM GROSS BROKERAGE C,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,29.38
Parsnips - IPM,Bardwell Farm,Bardwell Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hatfield,MA",4,174.75
Parsnips - Organic,Winter Moon Roots,Winter Moon Roots,Minimal Proccessed,Produce,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Minimal (or No) Processing",Local Vendors/Local Products,"Hadley,MA",1,39.29
PASTA CAVATAPPI,A ZEREGAS SONS INC,ASSOLUTI,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Fair Lawn,NJ",65,1298.6399999999999
PASTA CELLENTANI CAVATAPPI,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),5,97.5
PASTA FARFALLE TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),29,576.36
"PASTA FETTUCCINE 10""",BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),22,450.36
PASTA GEMELLI,A ZEREGAS SONS INC,ZEREGA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Fair Lawn,NJ",5,92.50999999999999
PASTA GEMELLI TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),171,3358.86
PASTA LASAGNA FLAT SHEET,ROSINA FOOD PRODUCTS INC,ROMA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Cheektowaga,NY",51,959.9399999999999
PASTA LINGUINE TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),32,624
PASTA MACARONI ELBOW TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),155,3040.22
PASTA NOODLES SOBA TFF,AMOY ASIAN FDS NA INC,AMOY,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Fairlawn,NJ",1,38.83
PASTA ORZO,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),23,477.55
PASTA PENNE GF,GILLIANS FOODS INC,GILLIANS,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Salem,MA",4,157.64
PASTA PENNE RIGATE #49 IMP,REMA FOODS INC,PIANCONE,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Englewood Cliffs,NJ",7,124.46
PASTA PENNE RIGATE GF ORGANIC,UNFI UNITED NATURAL FOODS,BIONATUR,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,USDA Certified Organic,Qualifying Spend,"USDA Certified Organic,Minimal (or No) Processing",NA,(null),7,269.71000000000004
PASTA PENNE RIGATE TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),240,4714.11
PASTA PENNE RIGATE WHL WHEAT,A ZEREGAS SONS INC,ZEREGA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Fair Lawn,NJ",27,574.1800000000001
PASTA RIGATONI TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),61,1197.6599999999999
PASTA ROTINI 100% WHL GRAIN,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),3,70.14
PASTA ROTINI WHL GRAIN,A ZEREGAS SONS INC,PATRIA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Fair Lawn,NJ",26,490.88
PASTA SPAGHETTI #5 TFF,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),1,19.5
PASTA SPAGHETTI THIN,BARILLA AMERICA INC,BARILLA,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,(null),29,576.14
PASTA TORTELLINI CHEESE GRMT,ROSINA FOOD PRODUCTS INC,ROMA,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Cheektowaga,NY",166,3805.28
PASTA TORTELLINI CHEESE PRCKD,JOSEPHS GOURMET PASTA,JOSEPHS,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Haverhill,MA",6,289.92
PASTA TORTELLINI CHEESE STFD FC,PEDE BIPEDE BROS ITALIAN,PEDE,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Schenectady,NY",20,551.4
PASTE CHILE GUAJILLO,WOODLAND FOODS LTD,WDLAND,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Waukegan,IL",2,376.38
PASTE TOMATO,STANISLAUS FOOD PRODUCTS,FULL RED,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local Business/Non-Local Products,"Modesto,CA",26,1003.6700000000001
PASTE TOMATO TFF,CONAGRA FOODS SALES DRY,HUNTS,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),2,80.69
PASTRY DGH CREAM CHEESE BASKET,BRIDOR USA INC,BRIDOR,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Vineland,NJ",57,1831.41
PASTRY DGH PUFF SHEET 10X15,DIMITRIA DELIGHTS INC,DMTRDLTS,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"North Grafton,MA",15,475.65
PASTRY DGH PUFF SHEET 10X15 FZ,ASPIRE BAKERIES LLC,HRTG OVN,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,77.1
PASTRY DGH RSPBRY MINI BASKET,BRIDOR USA INC,BRIDOR,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Vineland,NJ",17,546.21
PEACH DICED JUICE IND CUP TFF G,DOLE PACKAGED FOODS,DOLE,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),4,75.96
PEACH SLCD IN JUICE,IPAP PACIFIC COAST PRODUC,WEST CRK,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),32,1674.2800000000002
PEACH SLCD IN JUICE,NORTHEAST MARKETING CO,PACKER,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,"Everett,MA",7,236.81
PEACH SLCD IQF,DOLE PACKAGED FROZEN FOOD,DOLE,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),7,155.25
"Peaches, Yellow",Hager's Farm Market,Hager's Farm Market,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Shelburne Falls,MA",6,207
"Peaches, Yellow",Pine Hill Orchards,Pine Hill Orchards,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Colrain,MA",8,316
PEANUT BUTTER CRMY CUP TFF,SAUER BRANDS,WEST CRK,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),32,1185.6
PEANUT BUTTER CRMY TFF,JOHN B SANFILIPPO & SON,WEST CRK,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),5,255.55
PEANUT BUTTER CRNCHY TFF,JOHN B SANFILIPPO & SON,WEST CRK,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),1,47.59
PEANUT BUTTER CUP,DIAMOND CRYSTAL BRANDS IN,SKIPPY,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),13,256.88
PEANUT BUTTER SMTH SALT O/F,ONCE AGAIN NUT BUTTER,ONCEAGN,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,"Non GMO Verified,Simple Processed Foods",Local Business/Non-Local Products,"Nunda,NY",3,105.72
PEANUT DRY RSTD NO SALT,ARCADE INDUSTRIES,ARCADE S,Minimal Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Auburn,MA",46,2552.86
PEANUTS SLTD,KRAFT HEINZ DRY,PLANTERS,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),27,687.91
PEAR ANJOU,RUBY ROBINSON PACIFICPRO,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),2,105.46
PEAR DICED JUICE,IPAP PACIFIC COAST PRODUC,WEST CRK,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),13,606.04
PEAR GRN,JM GROSS BROKERAGE C,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Chelsea,MA",1,7.55
"Pears, Bosc",Klein's Kill Fruit Farm,Klein's Kill Fruit Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Gremantown,NY",2,86.16
PEAS & CARROT,IPAP BONDUELLE USA INC,WEST CRK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Brockport,NY",38,1312.63
PEAS GRN IQF,IPAP BONDUELLE USA INC,WEST CRK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Brockport,NY",65,1661.9900000000002
PEAS GRN PIGEON TFF,DOT FOODS INC,GOYA,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),33,1064.54
PEAS SNAP SUGAR STRINGLES,ARMSTRONG MARKETING,MANNS,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),392,13764.43
PEAS SNOW,FRANGELLA ASSOCIATES INC,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,"Delmar,NY",14,431.9200000000001
PEAS SWEET MIXED SIEVE FZ,IDAHO FREEZ PAK CORP,NONPAREL,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Wood Ridge,NJ",2,32.08
PENNE LENTIL GF VEGAN,BASIC AMERICAN FOODS,BSC AMER,Minimal Proccessed,Grains & Legumes,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),8,269.68
PEPPER BLK SHAKER PLAS,SUGAR FOODS CORPORATION,DLCTBLS,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,NA,(null),6,236.7
PEPPER PACKET FLAT TFF,SUGAR FOODS CORPORATION,WEST CRK,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,NA,(null),5,111.19
"Pepper, Green Bell",Twin Oaks,Twin Oaks,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hadley,MA",6,142.5
PEPPERONI PLANT BASED 16 CT FZ,GREENLEAF FOODS,GRNORIGN,Plant Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),1,77.2
PEPPERONI SLCD 14 CT 44 MM FZ,LIGURIA FOODS INC,ROMA,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Humboldt,IA",10,393.03999999999996
PEPPERONI SLCD 14 CT BULK FZ,LIGURIA FOODS INC,ROMA,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Humboldt,IA",1,105.56
PEPPERONI SLCD 16 SL PER OZ FZ,HORMEL FOODS CORP,HORMEL,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),20,816.0999999999999
PEPPERONI SLCD 16 SL PER OZ TFF,HORMEL FOODS CORP,HORMEL,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),9,914.21
